Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
39,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
32,Feminino,Branca,Não,,PR,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
32,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% remoto,Engenharia de Dados
30,Masculino,Parda,Não,0.0,PR,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,Analista de Dados/Data Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
36,Feminino,Branca,Não,1.0,DF,Centro-oeste,Graduação/Bacharelado,Outra opção,Estagiário,Filantropia/ONG's,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
29,Feminino,Branca,Não,,RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
39,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
40,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Marketing,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
24,Masculino,Branca,Não,,BA,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Internet/Ecommerce,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
32,Feminino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analytics Engineer,Sênior,Modelo 100% remoto,Engenharia de Dados
26,Masculino,Preta,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
28,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
25,Masculino,Parda,Não,,RN,Nordeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Área da Saúde,Outra Opção,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
30,Masculino,Preta,Não,1.0,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
27,Masculino,Parda,Não,,,,Estudante de Graduação,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Outra Opção,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
24,Masculino,Parda,Não,,SE,Nordeste,Mestrado,Química / Física,Somente Estudante (pós-graduação),,,,,Outra atuação
53,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Analytics Engineer,Sênior,Modelo 100% remoto,Análise de Dados
20,Masculino,Preta,Não,,PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Setor Automotivo,Analista de BI/BI Analyst,Júnior,Modelo 100% presencial,Ciência de Dados
27,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
35,Masculino,Parda,Não,,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Analista de Dados/Data Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
29,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Finanças ou Bancos,Cientista de Dados/Data Scientist,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
36,Feminino,Branca,Não,,PR,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
27,Feminino,Branca,Não,0.0,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Outras Engenharias (não inclui dev),Sênior,Modelo 100% remoto,Outra atuação
53,Masculino,Preta,Não,1.0,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
28,Feminino,Preta,Não,1.0,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
28,Masculino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
27,Masculino,Branca,Não,,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
32,Feminino,Parda,Não,,SP,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% remoto,Análise de Dados
25,Feminino,Branca,Não,,SP,Sudeste,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Telecomunicação,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
27,Feminino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Internet/Ecommerce,Analista de Dados/Data Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
30,Feminino,Preta,Não,1.0,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Outra Opção,Sênior,Modelo 100% remoto,Análise de Dados
53,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Setor Público,Analista de BI/BI Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
26,Masculino,Branca,Não,,RS,Sul,Estudante de Graduação,Química / Física,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
30,Masculino,Amarela,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
27,Masculino,Parda,Não,,PB,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor de Energia,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Outra atuação
30,Masculino,Branca,Não,,MT,Centro-oeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
46,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
33,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
55,Masculino,Parda,Não,,BA,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área da Saúde,,,Modelo 100% presencial,Gestor
29,Masculino,Branca,Não,,RJ,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Educação,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
28,Masculino,Branca,Não,,BA,Nordeste,Mestrado,Outras Engenharias,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Engenharia de Dados
29,Feminino,Preta,Não,1.0,RJ,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
28,Feminino,Branca,Não,1.0,DF,Centro-oeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,,,Modelo 100% remoto,Gestor
51,Masculino,Preta,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Outra atuação
32,Masculino,Branca,Não,,PE,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
37,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Agronegócios,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
26,Feminino,Branca,Não,,DF,Centro-oeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
26,Masculino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
21,Masculino,Branca,Não,,CE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Analista de BI/BI Analyst,Júnior,Modelo 100% presencial,Análise de Dados
32,Masculino,Branca,Não,,RJ,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
38,Masculino,Branca,Não,,PR,Sul,Não tenho graduação formal,,Empregado (CLT),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
29,Masculino,Parda,Não,,RJ,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Marketing,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
28,Feminino,Preta,Não,,RJ,Sudeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Varejo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
25,Feminino,Branca,Não,1.0,SP,Sudeste,Mestrado,Química / Física,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Engenharia de Dados
24,Feminino,Branca,Não,,MG,Sudeste,Pós-graduação,Ciências Sociais,Empregado (CLT),Tecnologia/Fábrica de Software,Outra Opção,Júnior,Modelo 100% remoto,Outra atuação
30,Masculino,Parda,Não,,AL,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,,,Modelo 100% remoto,Gestor
28,Masculino,Parda,Não,,SC,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
26,Masculino,Parda,Não,0.0,PA,Norte,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
39,Feminino,Branca,Não,0.0,MG,Sudeste,Doutorado ou Phd,Química / Física,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
29,Masculino,Preta,Não,,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
24,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
30,Masculino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
29,Feminino,Parda,Não,0.0,PR,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Agronegócios,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
31,Feminino,Indígena,Sim,1.0,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
33,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
29,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Professor/Pesquisador,Pleno,Modelo 100% remoto,Outra atuação
36,Masculino,Parda,Não,,RS,Sul,Graduação/Bacharelado,Ciências Sociais,Empregado (CLT),Outra Opção,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
29,Masculino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,Modelo 100% remoto,Ciência de Dados
46,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
23,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
24,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Engenharia de Dados
20,Masculino,Branca,Não,,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,Buscando oportunidade na área de dados
34,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
29,Masculino,Branca,Não,,,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
33,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo 100% presencial,Gestor
21,Feminino,Parda,Não,,AL,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
27,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Indústria,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
24,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
26,Masculino,Branca,Não,,PR,Sul,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Área da Saúde,Analytics Engineer,Sênior,Modelo 100% remoto,Análise de Dados
25,Masculino,Parda,Não,,PB,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor de Energia,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
27,Masculino,Parda,Não,,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Pleno,Modelo 100% remoto,Análise de Dados
38,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Setor Farmaceutico,Cientista de Dados/Data Scientist,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
37,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área da Saúde,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
39,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Indústria,Analista de Negócios/Business Analyst,Pleno,Modelo 100% remoto,Outra atuação
28,Feminino,Branca,Não,1.0,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
36,Feminino,Branca,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,DBA/Administrador de Banco de Dados,Júnior,Modelo 100% remoto,Outra atuação
30,Feminino,Branca,Não,0.0,PR,Sul,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Outra Opção,Sênior,Modelo 100% remoto,Análise de Dados
23,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
35,Masculino,Branca,Não,,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Seguros ou Previdência,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
47,Masculino,Parda,Não,,CE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,,,Modelo 100% remoto,Gestor
37,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% presencial,Ciência de Dados
39,Masculino,Branca,Não,,MT,Centro-oeste,Pós-graduação,Outra opção,Servidor Público,Setor Público,Outra Opção,Júnior,Modelo 100% presencial,Outra atuação
24,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
26,Masculino,Preta,Não,,RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
25,Masculino,Branca,Não,,CE,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
47,Masculino,Parda,Não,,PA,Norte,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,Analista de Suporte/Analista Técnico,Júnior,Modelo 100% presencial,Outra atuação
34,Masculino,Amarela,Não,,GO,Centro-oeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Sênior,Modelo 100% presencial,Outra atuação
32,Masculino,Parda,Não,0.0,SP,Sudeste,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
41,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analytics Engineer,Sênior,Modelo 100% remoto,Análise de Dados
27,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Química / Física,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
27,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
38,Masculino,Branca,Não,,AL,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
43,Masculino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Outra Opção,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
44,Feminino,Branca,Não,0.0,MG,Sudeste,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Servidor Público,Setor Público,Outra Opção,Sênior,Modelo 100% presencial,Outra atuação
40,Feminino,Parda,Não,0.0,PE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Outra Opção,Júnior,Modelo 100% remoto,Análise de Dados
59,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Outra atuação
25,Masculino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Outra Opção,Pleno,Modelo 100% remoto,Outra atuação
39,Masculino,Branca,Não,,SP,Sudeste,Não tenho graduação formal,,Empregado (CLT),Internet/Ecommerce,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
54,Feminino,Branca,Não,,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Outra atuação
31,Feminino,Branca,Não,,MG,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
36,Feminino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Engenharia de Dados
30,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,Analista de Dados/Data Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
26,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
25,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
29,Feminino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
36,Masculino,Branca,Não,,PI,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
25,Feminino,Branca,Não,0.0,GO,Centro-oeste,Mestrado,Ciências Sociais,Servidor Público,Setor Público,Analista de BI/BI Analyst,Júnior,Modelo 100% presencial,Análise de Dados
29,Masculino,Branca,Não,,MT,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Outra atuação
