Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
37,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Farmaceutico,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
29,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
27,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
27,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
42,Feminino,Parda,Não,0.0,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
47,Masculino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,,,Modelo 100% remoto,Gestor
29,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Indústria,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
23,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
30,Feminino,Branca,Não,0.0,SP,Sudeste,Estudante de Graduação,Outras Engenharias,Estagiário,Indústria,Outras Engenharias (não inclui dev),Júnior,Modelo 100% presencial,Análise de Dados
31,Masculino,Preta,Não,1.0,DF,Centro-oeste,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
33,Masculino,Amarela,Não,,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
26,Feminino,Branca,Não,0.0,PR,Sul,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
24,Masculino,Parda,Não,,MG,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Automotivo,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
41,Masculino,Branca,Não,,MS,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Setor Automotivo,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
22,Masculino,Parda,Não,,ES,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,Modelo 100% remoto,Ciência de Dados
30,Masculino,Amarela,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Engenharia de Dados
44,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
30,Masculino,Indígena,Não,,MT,Centro-oeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Setor Público,Estatístico,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
26,Masculino,Preta,Não,1.0,ES,Sudeste,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Área da Saúde,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
30,Feminino,Branca,Não,1.0,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
40,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Telecomunicação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
36,Masculino,Parda,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% remoto,Engenharia de Dados
38,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
35,Masculino,Preta,Não,1.0,GO,Centro-oeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
36,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
29,Feminino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Negócios/Business Analyst,Sênior,Modelo 100% remoto,Análise de Dados
32,Feminino,Branca,Não,0.0,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
23,Feminino,Parda,Não,,RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
25,Masculino,Branca,Não,,CE,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Alimentício,Analista de Negócios/Business Analyst,Pleno,Modelo 100% presencial,Análise de Dados
28,Masculino,Amarela,Não,0.0,SP,Sudeste,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
63,Masculino,Parda,Não,0.0,SP,Sudeste,Não tenho graduação formal,,Somente Estudante (pós-graduação),,,,,Outra atuação
32,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,Modelo 100% remoto,Engenharia de Dados
30,Feminino,Branca,Sim,0.0,AL,Nordeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
32,Masculino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
29,Masculino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
31,Feminino,Branca,Não,1.0,MG,Sudeste,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Agronegócios,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
36,Masculino,Parda,Não,,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
29,Feminino,Branca,Não,0.0,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desempregado e não estou buscando recolocação,,,,,Buscando oportunidade na área de dados
25,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Ciências Sociais,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
38,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Química / Física,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
53,Feminino,Amarela,Sim,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
42,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Outra atuação
29,Masculino,Branca,Não,,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Setor Imobiliário/ Construção Civil,Analista de BI/BI Analyst,Sênior,Modelo 100% remoto,Análise de Dados
22,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
39,Feminino,Branca,Não,,PB,Nordeste,Estudante de Graduação,Outra opção,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
27,Masculino,Branca,Não,,SC,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
29,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor de Energia,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
47,Feminino,Parda,Não,,CE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,,,Modelo 100% remoto,Gestor
57,Masculino,Parda,Não,,MT,Centro-oeste,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
32,Masculino,Branca,Não,,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Analytics Engineer,Sênior,Modelo 100% remoto,Análise de Dados
27,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Seguros ou Previdência,Analista de Dados/Data Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
60,Masculino,Branca,Não,,RJ,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
28,Feminino,Branca,Não,0.0,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Área de Consultoria,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
42,Masculino,Parda,Não,,RJ,Sudeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Estagiário,Área de Consultoria,Outra Opção,Júnior,Modelo 100% remoto,Outra atuação
29,Feminino,Branca,Sim,,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
57,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Engenharia de Dados
37,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
27,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
29,Masculino,Branca,Não,,SE,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
44,Masculino,Parda,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Engenharia de Dados
20,Masculino,Parda,Não,,PE,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Setor Alimentício,Analista de BI/BI Analyst,Júnior,Modelo 100% presencial,Análise de Dados
27,Masculino,Parda,Sim,,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
41,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,,,Modelo 100% remoto,Gestor
27,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Seguros ou Previdência,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
29,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,Modelo 100% presencial,Ciência de Dados
28,Masculino,Preta,Não,1.0,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,Analista de BI/BI Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
51,Masculino,Parda,Não,,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Outra Opção,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
40,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Agronegócios,Outra Opção,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
26,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
25,Masculino,Branca,Não,,MG,Sudeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
44,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Farmaceutico,Analista de BI/BI Analyst,Sênior,Modelo 100% presencial,Análise de Dados
30,Masculino,Branca,Não,,SC,Sul,Mestrado,Outras Engenharias,Empregado (CLT),Agronegócios,Analista de Dados/Data Analyst,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
39,Masculino,Branca,Não,,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
21,Masculino,Parda,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Área de Consultoria,Analista de Dados/Data Analyst,Júnior,Modelo 100% presencial,Análise de Dados
30,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
34,Masculino,Parda,Não,,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,,,Modelo 100% presencial,Gestor
26,Masculino,Preta,Não,,AL,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (pós-graduação),,,,,Buscando oportunidade na área de dados
28,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Modelo 100% remoto,Outra atuação
25,Masculino,Branca,Não,,RJ,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área da Saúde,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Ciência de Dados
31,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Inteligência de Mercado/Market Intelligence,Sênior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
27,Feminino,Branca,Não,0.0,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
29,Feminino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
25,Masculino,Parda,Não,,AL,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Imobiliário/ Construção Civil,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
37,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
28,Feminino,Preta,Não,0.0,MT,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Analista de BI/BI Analyst,Sênior,Modelo 100% presencial,Análise de Dados
55,Masculino,Branca,Não,,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Telecomunicação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,Modelo 100% remoto,Análise de Dados
32,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Outra atuação
29,Feminino,Branca,Não,1.0,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Engenharia de Dados
37,Masculino,Parda,Não,,SC,Sul,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
28,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
28,Masculino,Preta,Não,0.0,SP,Sudeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
37,Feminino,Parda,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
31,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
26,Masculino,Branca,Não,,MG,Sudeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Ciência de Dados
31,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Alimentício,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
27,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (pós-graduação),,,,,Buscando oportunidade na área de dados
30,Feminino,Parda,Não,0.0,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
31,Masculino,Branca,Não,,CE,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
26,Masculino,Branca,Não,,RN,Nordeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Imobiliário/ Construção Civil,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Ciência de Dados
34,Masculino,Parda,Não,,AL,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
44,Masculino,Branca,Não,,RJ,Sudeste,Mestrado,Outra opção,"Desempregado, buscando recolocação",,,,,Outra atuação
38,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Entretenimento ou Esportes,Analista de Dados/Data Analyst,Júnior,Modelo 100% presencial,Análise de Dados
40,Masculino,Preta,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
23,Masculino,Branca,Não,,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
28,Feminino,Parda,Não,1.0,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Outra Opção,Analytics Engineer,Pleno,Modelo 100% remoto,Engenharia de Dados
40,Masculino,Parda,Não,,CE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,,,Modelo 100% presencial,Gestor
43,Masculino,Parda,Não,,MA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
23,Feminino,Branca,Sim,0.0,SP,Sudeste,Estudante de Graduação,Química / Física,Trabalho na área Acadêmica/Pesquisador,,,,,Buscando oportunidade na área de dados
38,Masculino,Parda,Não,0.0,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
36,Masculino,Branca,Não,,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
24,Feminino,Branca,Não,1.0,MG,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
41,Masculino,Branca,Não,,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Setor Público,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
30,Feminino,Branca,Não,1.0,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
23,Masculino,Branca,Não,,BA,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
23,Masculino,Branca,Sim,,PR,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
27,Feminino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analytics Engineer,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
29,Masculino,Branca,Não,,DF,Centro-oeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
