Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
35,1,3,0,1,24,2,2,0,6,3,11,2,1,1
23,0,3,0,1,24,2,2,4,0,7,13,1,0,1
34,1,0,0,0,24,2,3,2,0,11,0,1,0,1
22,1,3,0,0,24,2,2,3,2,16,1,0,0,1
27,1,0,0,0,24,2,4,7,0,2,0,1,2,1
30,1,0,1,0,24,2,0,0,0,19,1,1,2,1
26,0,3,0,1,24,2,2,7,0,13,0,2,2,2
33,1,0,0,0,23,3,4,5,0,19,7,1,2,1
26,0,2,0,0,24,2,2,0,0,19,6,2,0,2
29,1,0,0,1,24,2,3,4,0,3,10,2,2,0
26,1,3,0,1,4,1,4,1,0,10,13,0,0,1
36,0,0,1,0,18,2,3,0,0,2,0,0,2,1
34,0,3,0,1,15,3,6,0,0,7,6,1,2,2
29,1,0,0,1,24,2,3,7,0,3,3,2,2,3
37,1,0,0,0,24,2,3,4,0,3,1,2,2,1
25,1,0,0,0,14,1,3,5,0,3,13,0,2,1
29,0,2,0,0,15,3,2,7,5,8,0,2,2,3
26,1,0,0,0,6,4,2,0,0,14,1,2,2,2
33,1,0,0,0,24,2,3,0,0,14,3,2,2,3
28,1,0,0,0,16,1,2,7,0,6,0,1,2,1
33,1,3,0,0,24,2,3,3,0,5,0,1,2,1
28,0,3,0,1,8,4,3,0,4,19,6,2,2,2
30,1,0,0,0,12,2,2,7,1,2,6,1,2,2
31,0,3,0,0,15,3,3,0,1,19,6,1,2,2
26,1,2,0,1,15,3,1,0,0,19,6,1,2,2
24,1,3,0,0,23,3,3,1,0,3,10,1,2,1
26,1,0,0,1,1,1,3,6,0,14,11,0,2,3
27,1,0,0,0,24,2,2,2,0,16,10,2,0,0
27,1,0,0,0,20,3,2,7,0,13,1,0,2,1
45,1,3,0,1,20,3,5,7,0,3,10,0,2,0
29,1,3,0,1,5,1,1,7,0,3,0,0,2,1
26,1,2,0,1,20,3,3,1,0,19,0,1,2,1
32,0,3,1,0,24,2,2,0,1,3,7,2,2,2
27,1,0,0,1,6,4,3,7,0,19,10,1,2,0
30,0,1,0,0,24,2,2,7,1,4,1,2,2,1
27,0,1,0,1,12,2,2,7,1,3,6,2,2,2
27,0,3,0,0,12,2,2,8,0,8,1,1,1,1
53,1,3,0,1,6,4,3,1,0,14,4,2,1,1
31,1,0,0,1,24,2,2,7,0,8,0,1,2,1
33,1,3,0,1,24,2,5,0,0,14,10,2,2,1
33,0,1,0,0,24,2,1,1,0,16,3,0,2,3
34,1,2,0,1,24,2,2,0,0,17,6,1,2,2
28,1,3,0,1,24,2,3,4,0,8,0,1,2,1
40,1,3,0,1,12,2,3,0,0,10,1,0,2,1
22,1,1,0,1,18,2,3,1,0,3,3,0,2,3
33,0,3,0,0,14,1,0,0,1,6,13,1,2,1
41,1,0,0,1,16,1,2,0,2,3,0,0,2,1
26,1,0,0,1,6,4,2,0,0,3,6,0,2,2
34,1,0,0,1,15,3,5,5,0,19,10,2,2,0
32,0,3,0,0,5,1,4,7,0,19,1,2,2,1
33,1,0,0,0,24,2,5,8,0,5,10,2,2,0
26,0,3,0,0,12,2,2,2,0,5,10,0,2,0
30,1,0,0,0,12,2,3,6,0,14,1,0,0,1
28,1,0,0,1,24,2,2,0,0,3,10,1,2,0
30,1,0,0,0,24,2,4,7,0,3,0,0,2,1
25,1,3,0,1,24,2,3,7,0,19,4,1,0,1
35,0,1,1,1,15,3,5,2,0,19,10,2,2,0
26,0,3,0,0,18,2,4,7,0,5,10,2,2,0
31,0,3,0,0,17,1,2,7,0,5,6,2,2,2
41,1,1,0,0,20,3,3,1,0,19,4,2,2,1
26,1,3,0,0,25,1,2,0,0,3,6,2,0,2
32,1,0,0,0,24,2,4,7,0,19,6,2,0,2
28,1,0,0,1,23,3,4,2,0,5,10,1,2,0
28,1,0,0,1,4,1,4,7,0,14,6,1,2,2
30,0,3,0,0,24,2,4,7,0,10,6,0,2,2
21,1,2,0,1,24,2,1,1,2,3,10,0,0,0
27,1,0,0,1,16,1,1,7,0,14,10,0,2,0
40,1,0,0,0,20,3,5,3,0,10,10,0,2,0
25,1,0,0,1,18,2,1,1,0,19,7,1,2,2
26,1,3,0,1,24,2,3,1,0,19,6,1,2,2
26,1,0,0,0,12,2,2,1,0,14,6,1,1,2
41,0,1,0,1,18,2,1,1,3,3,1,2,2,1
29,1,0,0,0,23,3,3,0,0,3,10,1,2,0
29,1,1,0,1,24,2,3,0,0,19,1,2,2,1
30,1,0,0,0,5,1,3,7,0,19,7,2,2,2
41,0,0,1,1,18,2,3,3,0,3,5,0,2,3
28,1,0,0,1,24,2,3,3,0,4,3,0,2,1
41,0,1,0,1,16,1,2,0,0,3,11,0,1,3
48,1,3,0,1,12,2,3,1,0,13,11,2,1,0
48,0,1,0,0,12,2,3,0,0,17,6,2,2,0
36,1,0,0,1,24,2,2,7,1,7,1,2,2,1
35,1,0,0,1,24,2,4,8,0,19,6,2,2,2
47,1,0,0,1,15,3,3,0,6,2,11,1,1,1
26,0,3,0,1,11,4,1,3,6,14,3,0,1,3
35,1,1,0,0,12,2,3,0,0,3,10,1,2,0
29,1,0,0,0,24,2,3,7,0,10,10,2,0,0
42,1,0,0,0,24,2,2,0,0,3,6,2,2,2
29,1,3,0,0,24,2,2,4,0,19,0,1,2,1
29,0,3,0,0,24,2,1,0,0,19,6,2,0,2
26,1,3,0,0,24,2,2,1,1,3,11,0,2,3
30,0,1,0,1,16,1,2,3,0,14,3,1,1,3
27,1,0,1,1,24,2,2,7,0,8,0,1,2,1
25,1,1,0,0,4,1,2,0,0,14,0,1,2,1
28,1,0,0,1,12,2,2,0,0,19,6,1,2,1
28,1,0,0,0,24,2,2,1,1,3,4,1,2,3
27,1,0,0,0,20,3,2,2,0,11,0,1,2,1
31,1,0,0,0,12,2,4,7,0,3,6,1,2,2
34,0,3,0,1,7,2,4,7,0,3,0,2,2,1
29,1,3,0,0,15,3,4,5,0,14,10,1,2,0
26,0,3,0,1,13,0,2,2,0,7,10,1,2,0
26,1,0,0,0,24,2,2,7,0,19,4,1,0,1
27,0,3,0,1,24,2,2,0,0,9,6,2,0,2
25,0,1,0,1,12,2,2,7,0,10,0,1,2,1
20,1,0,0,0,24,2,2,0,0,19,10,0,2,1
30,1,0,0,0,24,2,2,1,0,7,0,0,2,1
39,1,0,0,0,20,3,4,1,0,19,14,1,2,3
33,1,0,0,0,4,1,4,0,0,19,10,1,2,0
29,0,3,0,0,24,2,2,0,0,7,0,0,2,1
44,0,3,1,1,18,2,2,2,0,3,3,2,2,3
24,1,3,0,0,12,2,2,2,0,10,10,0,0,0
41,1,0,0,0,16,1,2,4,2,3,0,0,2,1
33,1,0,0,0,12,2,3,1,0,3,4,2,2,1
30,1,0,0,1,24,2,4,2,0,5,10,2,2,0
26,1,0,0,1,12,2,4,0,0,19,16,1,2,0
31,1,0,0,1,24,2,2,1,0,5,1,1,0,1
37,1,2,0,1,24,2,4,8,0,10,6,1,2,2
34,1,0,0,0,24,2,2,3,0,8,10,1,2,0
31,1,0,0,0,18,2,3,4,0,12,4,2,2,1
26,0,1,0,0,19,1,3,1,2,3,7,0,2,2
28,1,3,0,0,12,2,3,1,0,4,0,2,0,1
23,1,3,0,0,15,3,1,2,2,19,0,0,1,1
40,0,3,0,1,24,2,3,0,0,19,0,2,1,1
31,1,3,0,0,1,1,1,1,2,7,0,0,2,1
29,1,0,0,1,18,2,4,7,0,13,10,1,2,0
28,0,3,0,1,24,2,2,0,0,5,6,2,2,2
19,0,3,0,0,24,2,1,0,2,19,11,0,1,3
37,1,3,0,0,24,2,2,0,0,19,6,1,2,2
24,1,3,0,1,5,1,2,2,0,19,4,0,1,3
28,1,0,0,1,24,2,2,0,0,19,6,1,0,2
35,1,0,0,1,24,2,3,4,0,3,10,2,2,0
31,0,3,0,1,24,2,3,7,0,19,12,1,1,1
38,0,0,1,0,6,4,3,0,0,11,6,2,2,2
37,1,0,1,0,12,2,3,2,0,14,6,1,2,2
25,1,0,0,0,24,2,2,7,0,14,0,0,2,1
28,1,3,0,0,12,2,3,0,0,7,1,2,0,2
34,1,0,0,1,12,2,3,4,0,19,6,0,2,2
25,1,3,1,0,24,2,3,7,1,3,6,1,0,2
44,0,3,0,1,24,2,1,0,0,7,5,2,1,0
26,1,1,0,0,5,1,3,1,0,7,0,2,2,1
30,0,1,0,0,12,2,3,1,0,2,10,2,2,0
36,0,1,0,1,24,2,3,0,0,4,6,2,2,2
30,0,1,0,1,12,2,2,1,0,19,0,1,0,1
22,0,3,0,1,13,0,1,0,0,10,6,0,2,2
26,1,0,0,1,5,1,1,7,0,19,1,1,0,1
34,1,1,0,1,7,2,2,0,0,14,0,1,2,1
30,0,3,0,1,24,2,2,7,1,4,1,1,2,1
26,0,3,0,0,24,2,2,1,1,19,10,1,0,1
35,1,1,0,0,12,2,3,3,0,19,6,1,2,2
45,1,0,0,0,24,2,3,0,0,3,10,1,2,0
36,1,0,0,0,14,1,2,0,4,3,6,2,2,3
56,1,0,0,0,24,2,3,4,0,3,6,2,2,2
27,1,0,0,0,24,2,3,0,0,3,0,1,2,1
35,0,3,0,1,12,2,3,7,0,11,0,2,0,1
28,1,3,0,0,12,2,3,1,0,19,3,0,2,3
25,1,0,1,1,3,0,3,1,0,16,4,2,2,2
25,1,0,0,1,24,2,2,0,0,14,6,2,2,2
29,0,1,0,1,24,2,3,0,0,19,7,2,0,2
29,1,3,0,0,14,1,2,0,0,14,6,0,2,2
24,1,1,0,1,24,2,3,0,0,19,6,0,2,1
26,1,0,0,1,20,3,2,7,0,19,0,1,2,1
32,1,3,0,1,4,1,3,0,0,14,14,0,2,1
25,1,0,0,1,24,2,2,8,0,16,0,0,2,1
50,0,3,0,1,6,4,3,0,0,19,10,2,2,0
36,1,0,0,1,16,1,2,0,0,7,6,2,2,2
23,1,1,0,0,15,3,1,0,1,10,16,1,2,0
27,1,3,0,1,15,3,2,7,0,7,0,1,0,1
30,1,0,0,1,24,2,3,7,0,19,10,2,2,0
21,1,0,0,0,24,2,1,0,2,19,4,0,2,1
27,1,0,0,0,20,3,5,3,0,7,6,2,2,2
24,0,3,0,1,12,2,2,7,0,4,10,1,2,2
41,0,3,1,1,6,4,3,0,6,19,3,2,2,3
22,1,0,0,0,24,2,1,7,2,16,1,0,2,1
49,0,2,0,0,24,2,3,0,1,14,6,2,2,2
27,1,0,0,0,24,2,4,1,3,3,0,1,2,1
30,1,1,0,1,24,2,3,0,0,3,0,1,2,1
30,0,1,0,1,24,2,3,6,0,11,1,2,2,1
32,0,1,0,0,24,2,3,7,0,3,0,2,0,1
31,0,1,0,0,24,2,2,3,0,10,3,0,2,2
25,1,0,0,1,24,2,2,0,0,8,0,2,2,1
31,1,0,0,0,24,2,4,5,0,11,10,1,2,3
54,1,0,0,1,4,1,5,2,6,2,8,1,1,1
30,0,3,0,0,24,2,4,2,0,19,10,1,0,0
23,0,1,0,0,4,1,1,1,0,15,3,0,1,1
30,0,1,0,0,24,2,2,0,0,3,5,1,2,3
31,1,0,0,0,24,2,2,8,1,10,10,0,2,0
21,1,0,0,0,24,2,1,0,2,11,10,0,2,1
35,1,0,0,0,4,1,1,0,2,19,1,0,1,1
32,1,0,0,0,23,3,4,7,0,19,10,1,2,1
28,1,2,0,1,24,2,3,7,0,9,10,2,2,0
26,1,0,0,1,24,2,3,0,0,19,3,0,0,0
35,0,1,0,1,12,2,2,0,0,19,7,2,2,2
42,1,0,0,0,20,3,4,5,3,11,0,1,2,1
23,1,1,0,0,15,3,2,1,0,14,6,0,2,2
28,1,1,0,0,3,0,3,4,0,14,3,0,1,1
44,0,2,0,0,24,2,3,0,0,19,10,2,2,0
47,1,0,0,1,24,2,3,1,1,3,14,2,2,1
30,0,0,1,0,24,2,5,2,0,19,0,0,2,1
38,1,0,0,0,24,2,3,0,0,19,0,2,2,1
33,0,3,0,1,18,2,2,1,0,3,6,2,2,2
34,0,3,0,1,6,4,2,0,0,7,1,1,1,1
26,1,0,0,0,24,2,1,0,2,13,0,0,2,3
45,1,2,0,1,24,2,5,2,0,7,10,2,0,0
30,0,3,0,0,5,1,3,0,0,7,3,1,0,1
31,1,0,0,0,24,2,2,3,0,10,7,1,2,1
27,0,1,0,1,24,2,2,2,0,10,10,1,0,1
37,1,0,0,0,15,3,4,6,0,3,7,0,2,2
33,0,3,0,1,18,2,3,7,0,16,1,2,2,1
28,1,3,0,0,24,2,3,6,0,16,4,1,2,1
28,0,1,0,0,10,4,2,0,0,8,10,1,2,0
42,0,0,1,1,12,2,2,0,0,18,12,0,2,3
39,0,3,0,0,15,3,1,7,0,11,3,1,1,3
33,0,5,0,1,18,2,4,5,4,3,6,2,2,2
35,1,0,0,1,23,3,4,6,6,19,14,2,2,1
36,1,3,0,0,25,1,5,0,0,7,16,2,2,0
27,0,1,0,1,24,2,2,0,0,9,0,2,0,1
31,1,0,0,1,24,2,2,4,6,19,3,2,1,3
30,1,0,0,1,24,2,2,7,0,15,10,1,0,0
29,1,3,0,0,5,1,4,7,0,19,10,1,2,0
33,1,0,1,1,8,4,3,7,1,14,7,2,2,1
35,1,0,0,0,12,2,4,2,0,19,10,1,1,1
41,1,3,0,0,24,2,5,2,0,3,10,2,2,0
22,1,3,0,1,8,4,1,3,1,16,0,0,2,1
34,0,3,0,0,15,3,5,0,0,5,16,1,2,2
31,1,0,0,1,14,1,2,5,0,19,10,0,2,0
38,0,3,1,1,18,2,2,3,0,13,4,1,2,1
38,0,3,0,0,24,2,3,0,0,9,10,1,2,1
40,1,0,0,0,15,3,3,0,0,7,4,2,2,2
26,0,3,0,0,18,2,3,0,2,14,13,0,0,1
29,1,0,0,1,18,2,3,0,0,8,0,2,0,2
29,1,3,0,1,24,2,2,3,0,3,10,1,2,1
22,1,0,0,1,15,3,3,1,0,3,3,0,2,1
27,1,5,0,1,12,2,3,7,0,19,4,2,2,1
35,1,3,0,0,23,3,1,2,0,3,0,1,2,1
31,1,1,0,0,24,2,4,0,1,2,10,2,2,0
27,1,0,0,0,20,3,2,1,0,10,1,1,0,0
28,1,3,0,0,7,2,3,6,2,8,0,1,2,0
27,1,0,0,0,12,2,3,7,0,19,6,2,2,2
32,1,1,0,1,5,1,4,0,0,10,10,0,2,0
27,1,0,0,1,12,2,3,3,0,5,6,1,2,2
41,1,0,0,1,18,2,4,0,0,3,10,0,0,0
32,1,0,0,0,20,3,2,2,2,10,6,0,2,2
32,1,0,0,1,15,3,3,0,0,7,6,1,2,2
37,1,0,0,1,12,2,3,0,0,2,4,1,2,1
43,0,0,1,0,24,2,2,7,0,19,5,0,2,2
24,1,0,0,0,24,2,2,0,0,3,5,0,2,2
32,0,3,0,1,24,2,2,7,0,10,0,1,2,1
41,0,0,1,0,16,1,3,1,0,11,0,0,1,1
36,1,3,0,0,24,2,3,1,0,11,0,0,0,1
27,1,1,0,0,24,2,2,7,0,19,14,2,2,1
29,1,0,0,0,24,2,2,7,4,14,0,2,2,1
27,1,0,0,0,24,2,2,1,0,19,0,1,2,1
23,1,0,0,0,12,2,0,0,0,3,1,0,1,1
31,1,0,0,1,20,3,3,4,0,10,0,1,2,1
36,1,0,0,0,23,3,3,0,0,19,4,2,2,3
34,1,0,0,0,16,1,5,5,0,14,10,0,2,0
39,0,1,0,0,6,4,5,0,4,3,10,1,2,3
29,1,2,0,1,24,2,3,7,0,3,1,2,0,1
26,0,1,0,0,18,2,1,0,2,14,10,0,2,1
25,1,0,0,1,6,4,3,7,0,19,0,2,2,1
23,0,3,0,1,24,2,2,4,0,7,13,0,0,1
29,0,5,0,0,12,2,2,0,0,14,0,1,1,2
26,1,0,0,0,12,2,2,0,0,19,7,1,2,2
31,1,0,0,1,24,2,2,7,0,19,7,2,2,2
30,1,3,0,1,12,2,3,0,0,19,1,1,0,1
24,1,3,0,1,12,2,3,0,0,7,6,1,0,2
26,0,3,0,1,4,1,2,7,0,7,4,1,0,1
41,1,1,0,1,18,2,4,2,0,16,0,2,2,0
25,1,0,0,1,24,2,2,3,0,18,0,0,2,1
35,1,2,0,1,15,3,3,7,0,6,0,2,2,1
26,1,3,0,0,24,2,3,3,0,5,0,1,2,1
32,1,0,0,1,24,2,3,5,1,11,10,0,2,1
29,1,0,0,0,4,1,2,2,6,19,0,1,1,1
39,1,0,0,1,12,2,5,5,0,19,10,2,0,0
26,1,0,0,1,24,2,4,7,0,14,10,1,0,0
27,0,0,1,1,13,0,2,2,0,3,10,0,2,0
28,1,0,0,1,24,2,4,5,1,3,0,0,2,1
25,1,0,0,0,24,2,3,8,0,10,10,1,2,0
27,1,0,1,0,23,3,1,0,0,19,7,0,2,2
36,1,0,0,1,18,2,4,2,0,16,10,2,2,0
27,0,3,0,1,24,2,2,0,0,3,6,2,2,2
32,1,0,0,0,18,2,2,4,0,3,14,1,0,1
22,1,3,0,0,24,2,1,2,0,8,3,0,1,1
29,0,1,0,0,16,1,0,0,1,19,10,2,2,0
28,1,0,0,0,24,2,3,1,4,12,0,2,2,1
27,1,0,0,0,8,4,2,3,0,14,13,1,2,1
31,0,3,0,0,24,2,3,1,0,11,6,2,1,2
22,1,0,0,0,20,3,3,1,0,19,1,0,1,1
26,1,0,0,0,14,1,3,0,0,3,6,1,2,2
30,1,2,0,0,24,2,2,7,0,11,4,1,2,1
24,1,0,0,0,16,1,4,0,0,3,10,1,2,0
33,1,0,0,1,12,2,4,0,0,3,10,2,2,0
39,1,0,0,0,6,4,5,0,0,14,6,2,1,2
26,0,3,0,0,24,2,2,1,0,19,7,2,0,2
27,1,1,0,0,6,4,2,7,0,3,16,1,0,0
43,0,3,0,1,5,1,3,0,0,19,5,2,0,0
39,0,3,0,0,24,2,3,0,0,7,3,2,2,3
32,1,0,0,1,3,0,2,7,0,3,5,2,1,1
28,1,3,0,1,7,2,3,0,0,7,10,0,2,0
41,1,0,0,0,18,2,3,0,0,3,6,2,2,2
37,1,0,0,0,24,2,3,1,0,2,0,1,2,1
35,0,3,0,1,24,2,2,0,0,19,6,2,2,2
28,0,3,0,0,24,2,1,0,1,3,6,2,2,2
28,1,0,0,0,18,2,2,7,0,16,0,2,2,1
20,1,0,0,1,24,2,2,0,0,19,14,0,0,3
34,0,1,0,1,19,1,3,1,0,5,0,1,1,1
26,0,3,0,1,15,3,2,7,0,4,1,1,1,1
36,1,0,0,1,24,2,4,5,1,11,0,1,2,1
27,1,0,0,1,24,2,2,7,0,8,0,1,2,3
28,0,0,1,0,24,2,2,0,0,19,0,1,2,1
26,0,3,0,0,24,2,2,0,0,5,6,2,2,2
33,1,0,0,1,24,2,3,0,1,3,0,2,2,1
30,0,1,0,0,24,2,3,0,0,10,6,2,0,2
26,0,1,0,1,5,1,2,7,0,2,0,0,1,2
51,1,0,0,0,20,3,3,1,3,11,4,0,2,1
30,1,3,0,1,6,4,3,7,0,2,0,2,0,1
29,1,3,0,1,16,1,2,6,0,10,1,1,2,1
29,0,3,0,0,24,2,3,0,0,19,16,1,2,0
33,1,0,0,1,24,2,5,5,0,11,0,1,2,1
28,0,3,0,1,15,3,2,0,0,3,1,1,2,1
25,0,0,1,0,15,3,2,1,0,7,1,1,2,1
30,1,0,0,1,18,2,4,0,0,19,0,1,2,1
37,1,0,0,0,24,2,5,8,0,7,10,1,0,0
23,1,0,0,0,15,3,1,0,2,7,6,0,2,2
30,1,3,0,0,5,1,3,4,6,19,3,0,1,1
29,0,3,0,0,24,2,2,1,0,17,1,2,2,1
32,0,1,0,1,12,2,2,0,0,19,6,0,2,2
28,1,0,0,0,24,2,2,6,0,6,0,1,2,1
34,0,2,0,0,24,2,4,7,0,19,10,1,2,0
37,1,0,0,1,20,3,4,1,0,5,14,1,2,1
28,1,3,0,1,24,2,3,7,0,14,7,1,2,2
33,1,3,0,0,12,2,3,0,0,19,1,0,1,1
23,1,3,0,0,4,1,1,0,0,19,3,0,2,1
29,1,0,0,1,24,2,2,7,0,14,10,1,2,0
24,0,1,0,1,15,3,2,1,0,14,1,0,2,1
24,1,0,0,0,24,2,2,0,0,11,6,1,2,1
30,0,3,0,0,15,3,3,7,0,14,0,1,2,1
30,1,0,0,1,24,2,4,2,0,19,10,0,2,1
25,1,3,0,0,1,1,1,0,2,10,5,0,1,1
30,1,0,0,0,24,2,2,2,0,5,10,2,2,0
33,1,0,0,1,18,2,3,0,0,11,6,2,2,2
34,1,0,0,1,20,3,2,0,0,7,0,1,2,1
26,1,3,0,0,24,2,2,0,0,19,17,2,2,3
28,1,0,0,1,19,1,3,1,0,7,11,1,1,1
25,0,1,0,0,24,2,1,7,2,3,0,0,2,1
35,0,4,0,0,24,2,5,8,0,19,10,2,0,0
31,1,0,0,1,23,3,4,7,0,4,1,2,2,1
28,0,3,0,0,24,2,1,2,0,19,10,2,2,0
26,0,3,0,1,16,1,1,3,0,19,6,2,2,2
33,1,3,0,1,21,0,3,0,6,19,14,1,0,2
33,0,3,0,0,11,4,3,0,0,3,6,2,2,1
31,1,0,0,1,24,2,4,0,0,11,10,2,0,0
26,1,0,0,0,20,3,3,3,0,19,0,2,2,1
34,1,0,0,1,24,2,4,7,4,13,1,1,1,1
32,0,0,1,1,24,2,4,7,0,7,10,1,2,1
40,1,0,0,0,18,2,3,1,0,2,0,0,0,1
30,0,1,0,0,5,1,3,1,0,16,0,0,1,1
36,1,1,0,0,4,1,4,2,6,19,0,2,1,1
34,1,1,0,1,12,2,2,0,0,3,6,1,2,2
28,0,1,0,1,18,2,4,0,0,10,6,2,2,2
29,1,0,0,1,6,4,2,0,0,19,10,2,2,0
39,0,3,0,0,24,2,2,4,0,6,1,2,2,1
30,1,0,0,0,23,3,3,1,0,7,4,1,0,1
29,1,3,0,1,12,2,2,7,4,10,5,2,2,2
28,1,3,0,0,9,1,4,0,0,6,10,1,2,0
24,1,1,0,1,24,2,4,0,0,10,6,1,0,2
27,0,3,0,0,24,2,2,1,0,6,1,1,2,1
28,1,0,0,0,24,2,2,7,0,19,0,1,0,1
36,1,0,0,1,24,2,5,7,0,19,10,1,2,0
31,0,1,0,1,4,1,2,0,0,19,5,2,2,3
29,0,1,0,1,12,2,0,0,0,3,0,0,2,1
43,0,0,1,1,12,2,2,0,1,6,6,0,2,2
27,1,0,0,0,6,4,4,0,4,19,16,2,2,0
36,0,3,0,0,12,2,3,7,0,5,6,2,2,2
28,1,0,0,0,24,2,2,1,0,19,0,2,2,1
26,1,1,0,1,8,4,2,0,0,10,6,1,2,2
30,1,0,0,1,18,2,3,7,0,9,0,2,0,1
37,1,0,0,0,24,2,2,7,0,11,3,0,1,3
36,1,0,0,0,6,4,4,3,6,19,3,0,1,1
33,1,3,0,0,24,2,5,2,0,19,10,2,2,0
34,1,0,0,1,12,2,3,7,4,3,16,2,2,0
33,1,0,0,1,23,3,3,1,0,10,0,2,2,1
29,1,3,0,1,24,2,4,7,0,19,0,1,0,0
42,1,3,0,1,24,2,5,2,0,3,10,1,2,1
29,0,3,0,0,24,2,2,7,0,19,0,1,0,1
25,0,1,0,0,24,2,2,4,2,19,10,0,0,0
28,0,1,0,1,18,2,1,1,2,2,1,0,2,1
26,1,0,0,0,20,3,3,0,0,19,7,1,0,2
34,1,3,1,0,15,3,3,7,1,18,10,1,2,0
29,0,3,0,1,10,4,2,0,0,19,1,1,1,1
23,0,3,0,1,15,3,2,0,0,10,6,1,2,2
29,1,0,0,0,18,2,3,7,0,19,0,2,2,1
40,1,0,0,1,24,2,1,3,2,19,0,0,2,0
30,0,1,0,1,12,2,2,7,0,19,0,1,2,1
29,0,1,0,0,9,1,2,7,0,19,0,0,2,1
19,1,0,0,0,24,2,1,0,2,19,6,0,0,2
28,1,3,0,0,24,2,3,7,0,15,4,1,2,1
41,1,0,0,1,18,2,4,1,0,10,14,2,0,0
27,1,0,0,0,20,3,2,7,0,19,3,0,1,1
27,1,0,0,0,12,2,2,7,0,10,0,1,0,1
29,0,1,0,1,7,2,4,7,0,18,0,2,0,2
25,1,3,0,0,18,2,2,5,2,3,17,0,2,3
26,1,0,0,1,24,2,3,0,0,19,7,1,0,2
24,1,3,0,1,12,2,3,1,0,7,1,0,0,1
30,0,3,0,0,6,4,1,0,6,16,14,1,0,1
29,0,5,0,1,3,0,2,0,0,4,10,2,2,0
27,1,0,0,0,5,1,5,6,4,12,0,1,2,2
35,0,1,0,1,12,2,3,0,0,19,6,2,2,2
27,1,0,0,0,18,2,4,1,0,3,0,1,2,1
32,1,0,0,0,18,2,2,7,0,14,10,1,0,0
23,1,0,0,0,15,3,2,7,0,5,1,0,1,1
34,1,0,0,0,24,2,1,0,0,14,6,1,2,2
36,1,3,0,0,23,3,3,1,0,7,0,0,2,1
22,1,0,0,1,18,2,2,2,0,3,10,0,2,1
40,0,3,0,0,13,0,0,0,3,8,1,1,2,1
54,1,3,0,1,24,2,3,3,0,6,0,0,2,3
33,1,0,0,1,18,2,3,3,0,10,0,1,0,1
29,1,0,0,1,24,2,4,0,0,7,10,2,0,0
23,0,1,0,1,24,2,2,4,1,6,0,0,2,1
36,1,0,0,0,15,3,4,5,0,3,1,0,1,1
21,1,0,0,0,24,2,1,0,0,19,10,0,2,1
22,0,1,0,1,14,1,1,7,2,14,10,0,2,0
26,1,3,0,1,24,2,1,0,0,10,6,2,2,2
23,1,3,0,1,7,2,1,0,2,5,6,0,2,2
29,0,3,1,0,9,1,1,0,6,19,5,0,1,1
35,0,1,0,0,24,2,3,0,0,19,11,1,2,1
35,1,0,0,1,12,2,2,2,0,19,10,1,2,1
25,1,3,0,1,3,0,2,7,0,19,16,0,2,0
21,1,3,0,1,24,2,1,0,2,19,0,0,0,1
26,0,3,0,0,14,1,4,6,0,3,6,2,2,2
25,1,0,0,1,24,2,2,6,0,14,1,0,2,1
37,0,1,0,1,15,3,2,0,0,5,14,2,2,3
31,0,1,0,1,4,1,4,7,0,5,10,1,2,0
25,0,3,0,0,3,0,2,7,0,19,16,0,2,0
43,0,3,0,0,6,4,4,2,0,11,8,2,1,1
30,0,3,0,0,4,1,2,2,0,11,1,1,1,1
31,1,0,0,1,14,1,3,4,1,19,1,0,2,1
31,1,3,0,1,18,2,2,7,0,19,4,2,2,1
19,0,1,0,0,24,2,1,0,2,11,1,0,2,1
27,1,3,0,1,24,2,1,7,0,10,0,2,2,1
34,0,3,0,0,24,2,3,1,0,19,0,1,1,0
36,1,0,1,1,12,2,5,4,0,19,0,2,0,0
31,0,1,0,1,16,1,3,0,1,3,6,2,2,2
36,1,3,0,1,24,2,3,1,0,11,0,1,0,1
